service_request_id,requested_datetime,updated_datetime,source,service_name,description,agency_responsible,address,council_district,status_description,lat,long
5099661,2018-07-27 10:30:06,,UNKNOWN,LIGHTING REPAIR,"LIGHTING REPAIR, STREET LIGHT, STLGT",PUBLIC WORKS ADMINISTRATION," MELLWOOD AVE , LOUISVILLE, KY, 40207",9,CLOSED,38.2735947283,-85.6962399982
5099143,2018-07-27 10:31:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"1018 E ST CATHERINE ST , LOUISVILLE, KY, 40204",4,OPEN,38.2346457214,-85.7360963456
5099665,2018-07-27 10:31:00,,UNKNOWN,SIGN OBSTRUCTION,"SIGN OBSTRUCTION, TREES, BRANCHES, ETC. ROWOB",PUBLIC WORKS - SIGNS MARKINGS,"1600 BELMAR DR , LOUISVILLE, KY, 40213",10,CLOSED,38.1990651443,-85.7127230284
5099666,2018-07-27 10:32:00,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"1614 BERRY BLVD , LOUISVILLE, KY, 40215",15,CLOSED,38.1963471087,-85.7916005674
5099667,2018-07-27 10:33:00,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - SIGNS MARKINGS,"1600 BELMAR DR , LOUISVILLE, KY, 40213",10,CLOSED,38.1990651443,-85.7127230284
5099669,2018-07-27 10:33:00,,UNKNOWN,PARK MAINTAIN,"PARK MAINTENANCE ALL, PKMTN, PKREP, PKREC",COMMUNITY FORESTRY ARBORIST,"3617 NORTHWESTERN PKY , LOUISVILLE, KY, 40212",5,OPEN,38.274850317,-85.8073180492
5099670,2018-07-27 10:33:00,,UNKNOWN,DUMPSTER OR POD,"DUMPSTER OR POD, OBSTRUCTION, ROWOB",PUBLIC WORKS INSPECTION GROUP,"1948 MEADOWCREEK DR , LOUISVILLE, KY, 40218",10,CLOSED,38.201731451,-85.6779386148
5099668,2018-07-27 10:33:13,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"1209 RAMMERS AVE , LOUISVILLE, KY, 40204",10,CLOSED,38.2323704304,-85.7312274812
5099672,2018-07-27 10:34:00,,UNKNOWN,NEW RECYCLE CART,"NEW RECYCLE CART, RECYN, SWMS",SWMS - ADMINISTRATION,"3025 BETTY LN , LOUISVILLE, KY, 40205",8,CLOSED,38.2200074899,-85.6567492519
5099674,2018-07-27 10:35:00,,UNKNOWN,INTERIOR VIOL,"INTERIOR VIOLATION, INCLUDES NO HEAT, ELECTRICAL, INTVI",IPL-PROPERTY MAINTENANCE DIV.,"3200 MARGEE DR 3104, LOUISVILLE, KY, 40216",1,CLOSED,38.1917121798,-85.8458691163
5099675,2018-07-27 10:36:00,,UNKNOWN,RECYCLING MISSED,"RECYCLING MISSED, RECYM, SWMS",SWMS - WASTE COLLECTION,"2222 DUNDEE RD , LOUISVILLE, KY, 40205",8,CLOSED,38.2237067296,-85.6936502727
5099678,2018-07-27 10:38:00,,UNKNOWN,TRAF SIG TIMING,"TRAFFIC SIGNAL TIMING, DELAY, ADJUST, TRSGR, TIMNG",PUBLIC WORKS - TRAFFIC ENG," DIXIE HWY ,  , KY, 40216",3,OPEN,38.1809340758,-85.8160470273
5099680,2018-07-27 10:41:16,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"926 DIXIE HWY , LOUISVILLE, KY, 40210",6,CLOSED,38.2425829795,-85.7849102962
5099682,2018-07-27 10:42:00,,UNKNOWN,NOISE CONCERNS,"ILLEGAL NOISE, MUSIC, NOT ANIMAL NOISE",METRO POLICE DEPARTMENT,"8285 DORINDA DR , LOUISVILLE, KY, 40258",14,CLOSED,38.1325931549,-85.8585988338
5099681,2018-07-27 10:42:43,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"9809 CARLTON DR , LOUISVILLE, KY, 40118",13,CLOSED,38.1054787372,-85.7690468578
5099684,2018-07-27 10:44:51,,UNKNOWN,ALC BEV CONTROL,"ALCOHOL BEVERAGE CONTROL, LIQUOR, ABC",IPL - PERMIT/LICENSE DIVISION,"1532 S 4TH ST , LOUISVILLE, KY, 40208",6,CLOSED,38.2248402987,-85.7624698115
5099687,2018-07-27 10:46:00,,UNKNOWN,CURB REPAIR,"CURB REPAIR, CURBS",PUBLIC WORKS INSPECTION GROUP,"960 S 4TH ST 1000, LOUISVILLE, KY, 40203",4,CLOSED,38.2400574873,-85.7597501906
5099688,2018-07-27 10:46:00,,UNKNOWN,STREET POTHOLE,"STREET POTHOLE, POTHL",LPM,"960 S 4TH ST 1000, LOUISVILLE, KY, 40203",4,CLOSED,38.2400574873,-85.7597501906
5099690,2018-07-27 10:48:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"2924 WHITE PLAINS RD , LOUISVILLE, KY, 40218",26,CLOSED,38.2019338395,-85.6342402859
5099692,2018-07-27 10:51:00,,UNKNOWN,RECYCLING MISSED,"RECYCLING MISSED, RECYM, SWMS",SWMS - WASTE COLLECTION,"2210 CAROLINA AVE , LOUISVILLE, KY, 40205",8,CLOSED,38.2289823726,-85.6842990051
5099286,2018-07-27 10:53:00,,UNKNOWN,JUNK MISSED,"JUNK MISSED, JUNKM, SWMS",SWMS - BULK WASTE,"6304 S 3RD ST , LOUISVILLE, KY, 40214",21,CLOSED,38.16523242,-85.7694603273
5099693,2018-07-27 10:53:00,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT," S 4TH ST , LOUISVILLE, KY, 40208",15,OPEN,38.2077155781,-85.7651084945
5099694,2018-07-27 10:54:00,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"2208 GERALD CT 1, LOUISVILLE, KY, 40218",26,CLOSED,38.2008918806,-85.6607086939
5099695,2018-07-27 10:54:27,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"2408 ELLIOTT AVE 1, LOUISVILLE, KY, 40211",6,CLOSED,38.2501947462,-85.7918833416
5099698,2018-07-27 10:56:00,,UNKNOWN,STREET POTHOLE,"STREET POTHOLE, POTHL",LPM,"1733 MELLWOOD AVE , LOUISVILLE, KY, 40206",9,CLOSED,38.2591290103,-85.7185514634
5099696,2018-07-27 10:56:19,,UNKNOWN,VAP EXTERIOR,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE",IPL-PROPERTY MAINTENANCE DIV.,"2404 ELLIOTT AVE , LOUISVILLE, KY, 40211",6,CLOSED,38.2501861079,-85.7917055401
5099703,2018-07-27 10:59:22,,UNKNOWN,VAP EXTERIOR,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE",IPL-PROPERTY MAINTENANCE DIV.,"2004 BANK ST , LOUISVILLE, KY, 40203",5,CLOSED,38.2653052714,-85.7822903702
5097557,2018-07-27 11:00:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"1932 BONNYCASTLE AVE , LOUISVILLE, KY, 40205",8,OPEN,38.2299929127,-85.7058322642
5099705,2018-07-27 11:00:00,,UNKNOWN,MISCELLANEOUS,"MISCELLANEOUS, MISC, CONCERN, ISSUE",SWMS - ADMINISTRATION,"2611 GRAND AVE , LOUISVILLE, KY, 40211",1,CLOSED,38.2408033269,-85.7965661109
5099709,2018-07-27 11:02:00,,UNKNOWN,ALLEY REPAIR,"ALLEY REPAIR, CRACK SEAL, UNEVEN SURFACE, SKIN PATCH, DEPRESSION, STREP",LPM,"2117 KENILWORTH PL , LOUISVILLE, KY, 40205",8,CLOSED,38.2290586825,-85.697697839
5099711,2018-07-27 11:03:00,,UNKNOWN,NEW BLDG ISSUE,"NEW BUILDING ISSUE, PERMIT ONLY, CONSTRUCTION, INSTALLATION, BLDG",IPL - BUILDING DIVISION,"835 WASHBURN AVE , LOUISVILLE, KY, 40222",7,OPEN,38.2648253557,-85.620666485
5099712,2018-07-27 11:03:51,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"715 DRESDEN AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.1977921705,-85.7725284462
5099714,2018-07-27 11:06:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"126 W GARRETT ST , LOUISVILLE, KY, 40214",15,CLOSED,38.1992993323,-85.7628605495
5099715,2018-07-27 11:06:39,,UNKNOWN,DEAD ANIMAL,"DEAD ANIMAL, ANIMD, SWMS",SWMS - WASTE COLLECTION,"725 E BRECKINRIDGE ST , LOUISVILLE, KY, 40203",4,CLOSED,38.2402132766,-85.7412141722
5093990,2018-07-27 11:07:00,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"1768 ALGONQUIN PKY , LOUISVILLE, KY, 40210",3,CLOSED,38.2227415224,-85.7902388905
5097371,2018-07-27 11:07:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"5757 SOUTHLAND TER , LOUISVILLE, KY, 40214",21,OPEN,38.1686055943,-85.7790835777
5099719,2018-07-27 11:09:17,,UNKNOWN,LIGHTING REPAIR,"LIGHTING REPAIR, STREET LIGHT, STLGT",PUBLIC WORKS ADMINISTRATION," ARUNDEL WAY ,  , KY, 40222",18,CLOSED,38.2470095751,-85.5896743047
5099722,2018-07-27 11:11:14,,UNKNOWN,VAP EXTERIOR,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE",IPL-PROPERTY MAINTENANCE DIV.,"3908 S 5TH ST , LOUISVILLE, KY, 40214",15,CLOSED,38.1981824521,-85.7687118787
5099723,2018-07-27 11:12:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"1120 S 42ND ST , LOUISVILLE, KY, 40211",1,OPEN,38.2417354044,-85.8232152182
5099724,2018-07-27 11:12:59,,UNKNOWN,VAP LOT WEEDS,"PRIVATE PROPERTY, VACANT LOT, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"3407 HARDWOOD FOREST DR , LOUISVILLE, KY, 40214",25,CLOSED,38.1351349936,-85.8255100615
5099726,2018-07-27 11:14:00,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT," CASTLEWOOD AVE , LOUISVILLE, KY, 40204",8,OPEN,38.2310034911,-85.7239932595
5099727,2018-07-27 11:15:11,,UNKNOWN,VAP EXTERIOR,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE",IPL-PROPERTY MAINTENANCE DIV.,"4029 S 5TH ST , LOUISVILLE, KY, 40214",15,CLOSED,38.1956136897,-85.7681466312
5099729,2018-07-27 11:15:34,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"2722 SLEVIN ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2660228438,-85.7955740356
5099730,2018-07-27 11:15:47,,UNKNOWN,VAP EXTERIOR,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE",IPL-PROPERTY MAINTENANCE DIV.,"716 S 31ST ST , LOUISVILLE, KY, 40211",1,CLOSED,38.2490161775,-85.8039292066
5099733,2018-07-27 11:16:00,,UNKNOWN,SIDEWALK REPAIR,"SIDEWALK REPAIR, CRACKED BROKEN RAISED TRIP HAZARD",PUBLIC WORKS INSPECTION GROUP,"934 BAXTER AVE , LOUISVILLE, KY, 40204",8,CLOSED,38.2414846267,-85.7254482473
5098662,2018-07-27 11:17:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"730 IROQUOIS AVE , LOUISVILLE, KY, 40214",21,OPEN,38.1677288754,-85.7776632036
5099735,2018-07-27 11:17:31,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"1228 S 7TH ST , LOUISVILLE, KY, 40203",6,CLOSED,38.2342053897,-85.7656522924
5099736,2018-07-27 11:17:32,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"2709 ALFORD AVE , LOUISVILLE, KY, 40212",5,CLOSED,38.2653588467,-85.7957340738
5099737,2018-07-27 11:18:00,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"1628 S 4TH ST A, LOUISVILLE, KY, 40208",6,OPEN,38.2236761411,-85.7626579429
5099738,2018-07-27 11:18:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"3424 HALE AVE , LOUISVILLE, KY, 40211",1,CLOSED,38.240207345,-85.8112206062
5099740,2018-07-27 11:18:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"10411 S DODGE LN , LOUISVILLE, KY, 40272",25,CLOSED,38.1006144039,-85.845741326
5093863,2018-07-27 11:19:00,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"803 SUTCLIFFE AVE , LOUISVILLE, KY, 40211",5,OPEN,38.24787277,-85.8116152358
5099742,2018-07-27 11:19:00,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"8706 SHEPHERDSVILLE RD , LOUISVILLE, KY, 40219",24,CLOSED,38.123102055,-85.6672311731
5099744,2018-07-27 11:21:00,,UNKNOWN,ALLEY POTHOLE,"ALLEY POTHOLE, POTHL",LPM,"1114 S 4TH ST 1, LOUISVILLE, KY, 40203",6,OPEN,38.2371459353,-85.7606298332
5099747,2018-07-27 11:24:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"4522 WINNROSE WAY , LOUISVILLE, KY, 40211",1,CLOSED,38.2376889204,-85.8295973782
5099746,2018-07-27 11:24:02,,UNKNOWN,NPUBLIC WORKS,PUBLIC WORKS,N-METRO AGENCIES,"547 W ST CATHERINE ST , LOUISVILLE, KY, 40203",6,CLOSED,38.2377515537,-85.7630659651
5099748,2018-07-27 11:25:08,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"3345 OLEANDA AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.2016593661,-85.7834160262
5099749,2018-07-27 11:25:32,,UNKNOWN,SUGGESTION,"SUGGESTION, OPINION, SUGOP",MAYOR'S OFFICE," E WITHERSPOON ST , LOUISVILLE, KY, 40202",4,CLOSED,38.2600651291,-85.7367502212
5099750,2018-07-27 11:26:04,,UNKNOWN,VAP LOT WEEDS,"PRIVATE PROPERTY, VACANT LOT, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"1635 HUNTOON AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.1729508571,-85.7915706606
5099752,2018-07-27 11:28:00,,UNKNOWN,RAT BAITING,"RATS, PRIVATE PROPERTY ONLY",IPL-PROPERTY MAINTENANCE DIV.,"1204 LYDIA ST , LOUISVILLE, KY, 40217",10,CLOSED,38.2233901333,-85.7355249398
5099753,2018-07-27 11:28:00,,UNKNOWN,MOSQUITOS,"MOSQUITOES, MOSQT",HEALTH DEPT - ENVIR. HEALTH,"1237 HULL ST , LOUISVILLE, KY, 40204",4,CLOSED,38.2490362641,-85.7270364976
5099754,2018-07-27 11:29:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"1200 LYDIA ST , LOUISVILLE, KY, 40217",10,CLOSED,38.2234769757,-85.7356067875
5099756,2018-07-27 11:30:00,,UNKNOWN,NOISE CONCERNS,"ILLEGAL NOISE, MUSIC, NOT ANIMAL NOISE",METRO POLICE DEPARTMENT,"3208 BRIDWELL DR , LOUISVILLE, KY, 40216",1,CLOSED,38.1786442112,-85.8579025165
5099757,2018-07-27 11:32:00,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"2405 WESTWOOD AVE , LOUISVILLE, KY, 40220",18,CLOSED,38.2351018746,-85.6218500635
5099758,2018-07-27 11:32:00,,UNKNOWN,SIGNAGE NEW,"SIGNAGE NEW, NOT STOP SIGN, STNAM, SIGNN",PUBLIC WORKS - TRAFFIC ENG,"4420 LOUISVILLE AVE , LOUISVILLE, KY, 40209",21,OPEN,38.1890055791,-85.7571517665
5099761,2018-07-27 11:32:00,,UNKNOWN,RECYCLING MISSED,"RECYCLING MISSED, RECYM, SWMS",SWMS - WASTE COLLECTION,"2526 WOODBOURNE AVE , LOUISVILLE, KY, 40205",8,CLOSED,38.2294031087,-85.6800005167
5099767,2018-07-27 11:32:00,,UNKNOWN,ACCESS PARK ZONE,"ACCESSIBLE PARKING ZONE, PERMIT, APZ",PUBLIC WORKS ADMINISTRATION,"4420 LOUISVILLE AVE , LOUISVILLE, KY, 40209",21,OPEN,38.1890055791,-85.7571517665
5099762,2018-07-27 11:33:00,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"927 DENMARK ST , LOUISVILLE, KY, 40215",15,OPEN,38.1959204364,-85.7762129408
5099764,2018-07-27 11:36:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"919 W ASHLAND AVE , LOUISVILLE, KY, 40215",21,OPEN,38.1865264781,-85.7771500686
5040280,2018-07-27 11:37:00,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"5611 BARKSDALE DR , LOUISVILLE, KY, 40258",14,CLOSED,38.1272518554,-85.8623365752
5099766,2018-07-27 11:37:00,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"902 W EVELYN AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.1964791288,-85.7750727515
5099768,2018-07-27 11:37:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"8516 SMITHTON RD , LOUISVILLE, KY, 40219",24,CLOSED,38.1268032234,-85.6724940295
5099769,2018-07-27 11:40:00,,UNKNOWN,PARK MAINTAIN,"PARK MAINTENANCE ALL, PKMTN, PKREP, PKREC",METRO PARKS," IROQUOIS PKY , LOUISVILLE, KY, 40214",15,CLOSED,38.1633299289,-85.7938673283
5099771,2018-07-27 11:42:00,,UNKNOWN,RECYCLING MISSED,"RECYCLING MISSED, RECYM, SWMS",SWMS - WASTE COLLECTION,"1511 TYLER PARK DR , LOUISVILLE, KY, 40204",8,CLOSED,38.2313933142,-85.7190074491
5099802,2018-07-27 11:42:00,,UNKNOWN,SIGNAGE NEW,"SIGNAGE NEW, NOT STOP SIGN, STNAM, SIGNN",PUBLIC WORKS - TRAFFIC ENG," NEWBURG RD , LOUISVILLE, KY, 40205",10,OPEN,38.2039569096,-85.6917913748
5099775,2018-07-27 11:44:00,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"1615 STAFFORD AVE , LOUISVILLE, KY, 40216",15,CLOSED,38.1745036395,-85.8129582395
5099777,2018-07-27 11:45:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"1481 OLIVE ST , LOUISVILLE, KY, 40210",1,OPEN,38.23090683,-85.7995586657
5099778,2018-07-27 11:45:47,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"823 BEECHER ST , LOUISVILLE, KY, 40215",15,CLOSED,38.1922042485,-85.7739251596
5055278,2018-07-27 11:46:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"4100 S 3RD ST , LOUISVILLE, KY, 40214",15,CLOSED,38.196656398,-85.7652590246
5099779,2018-07-27 11:46:00,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"4104 S 3RD ST , LOUISVILLE, KY, 40214",15,CLOSED,38.1965109238,-85.7652525116
5099785,2018-07-27 11:51:45,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"312 W EVELYN AVE , LOUISVILLE, KY, 40214",15,CLOSED,38.1965675225,-85.7657583094
5099787,2018-07-27 11:51:49,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"2044 DOUGLASS BLVD , LOUISVILLE, KY, 40205",8,OPEN,38.2252495128,-85.6919262771
5099791,2018-07-27 11:55:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"517 AMY AVE 6, LOUISVILLE, KY, 40211",5,OPEN,38.256486142,-85.8136185977
5099792,2018-07-27 11:55:00,,UNKNOWN,JUNK VIOLATION,"JUNK VIOLATION, JUNKV, SWMS",SWMS - ENFORCEMENT UNIT,"2202 GREENWOOD AVE , LOUISVILLE, KY, 40210",6,OPEN,38.2410204295,-85.789905669
5099798,2018-07-27 11:58:00,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"602 EDNA RD , LOUISVILLE, KY, 40206",9,OPEN,38.261130787,-85.7073935082
5099800,2018-07-27 12:01:00,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"2810 GIRARD DR , LOUISVILLE, KY, 40213",21,CLOSED,38.1592442243,-85.7112924544
5065065,2018-07-27 12:03:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"4211 W BROADWAY , LOUISVILLE, KY, 40211",5,CLOSED,38.2507041027,-85.8232945691
5099803,2018-07-27 12:03:00,,UNKNOWN,ILLEGAL SIGN,"ILLEGAL SIGN, SIGNS, OBSTRUCTION, ILSGN, ROWOB",LPM,"8225 SHELBYVILLE RD , LYNDON, KY, 40222",18,CLOSED,38.24864023,-85.6002529288
5099804,2018-07-27 12:03:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"614 CECIL AVE , LOUISVILLE, KY, 40211",5,CLOSED,38.2549716173,-85.8208758109
5099805,2018-07-27 12:04:00,,UNKNOWN,ILLEGAL SIGN,"ILLEGAL SIGN, SIGNS, OBSTRUCTION, ILSGN, ROWOB",LPM,"8219 SHELBYVILLE RD , LYNDON, KY, 40222",18,CLOSED,38.2486503025,-85.6008068369
5099806,2018-07-27 12:04:00,,UNKNOWN,STREET HAZARD,"STREET OBSTRUCTION, POSSIBLE DANGER TO MOTORISTS, DOWNED TREES, ROWOB",LPM," FLAT ROCK RD , LOUISVILLE, KY, 40245",19,CLOSED,38.2753389475,-85.4429221105
5083878,2018-07-27 12:05:00,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"4203 W BROADWAY , LOUISVILLE, KY, 40211",5,CLOSED,38.2506784971,-85.8229527047
5099807,2018-07-27 12:05:00,,UNKNOWN,SIDEWALK REPAIR,"SIDEWALK REPAIR, CRACKED BROKEN RAISED TRIP HAZARD",PUBLIC WORKS INSPECTION GROUP,"3613 WOODRUFF AVE , LOUISVILLE, KY, 40215",15,OPEN,38.1934934334,-85.7843190624
5065066,2018-07-27 12:07:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"4215 W BROADWAY 1, LOUISVILLE, KY, 40211",5,CLOSED,38.2508497387,-85.8234927587
5094896,2018-07-27 12:07:00,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"2701 W CHESTNUT ST , LOUISVILLE, KY, 40211",5,CLOSED,38.2534271225,-85.7960478194
5099809,2018-07-27 12:08:00,,UNKNOWN,RECYCLING MISSED,"RECYCLING MISSED, RECYM, SWMS",SWMS - WASTE COLLECTION,"2106 BOULEVARD NAPOLEON , LOUISVILLE, KY, 40205",8,CLOSED,38.2240022346,-85.6968451016
5099810,2018-07-27 12:08:00,,UNKNOWN,WEATHER RELATED,"WEATHER RELATED, STORM",PUBLIC WORKS STORM/SNOW EVENT,"715 CIRCLE HILL RD , LOUISVILLE, KY, 40207",9,OPEN,38.2400463861,-85.6695477042
5099812,2018-07-27 12:09:00,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"4208 W BROADWAY , LOUISVILLE, KY, 40211",1,CLOSED,38.2501134859,-85.822693194
5099815,2018-07-27 12:11:00,,UNKNOWN,PARK MAINTAIN,"PARK MAINTENANCE ALL, PKMTN, PKREP, PKREC",METRO PARKS,"5607 OLD HEADY RD , LOUISVILLE, KY, 40299",20,CLOSED,38.167979587,-85.5120813987
5099825,2018-07-27 12:11:00,,UNKNOWN,STREET TREE,"STREET EASEMENT TREES, OBSTRUCTION, ROWOB",COMMUNITY FORESTRY ARBORIST,"207 W COLLINS CT , LOUISVILLE, KY, 40214",15,CLOSED,38.2005000054,-85.7638809119
